parametro,ponto_monitoramento,oxigenio_dissolvido,dbo,ecoli,nitrogenio,pH,sdt,temp,turbidez
pH,P6,,,,,6.7,,,
pH,P6,,,,,6.8,,,
pH,P6,,,,,7.1,,,
pH,P6,,,,,7.1,,,
pH,P6,,,,,6.7,,,
pH,P6,,,,,7,,,
pH,P6,,,,,6.8,,,
pH,P6,,,,,7.3,,,
pH,P6,,,,,7.3,,,
pH,P6,,,,,6.5,,,
pH,P6,,,,,6.6,,,
pH,P6,,,,,6.6,,,
Oxigênio Dissolvido,P6,5.7,,,,,,,
Oxigênio Dissolvido,P6,7.2,,,,,,,
Oxigênio Dissolvido,P6,4.9,,,,,,,
Oxigênio Dissolvido,P6,7,,,,,,,
Oxigênio Dissolvido,P6,5.4,,,,,,,
Oxigênio Dissolvido,P6,5.4,,,,,,,
Oxigênio Dissolvido,P6,3,,,,,,,
Oxigênio Dissolvido,P6,0.9,,,,,,,
Oxigênio Dissolvido,P6,3.9,,,,,,,
Oxigênio Dissolvido,P6,5.3,,,,,,,
Oxigênio Dissolvido,P6,7.8,,,,,,,
Oxigênio Dissolvido,P6,5.4,,,,,,,
Oxigênio Dissolvido,P6,5.1,,,,,,,
Oxigênio Dissolvido,P6,5,,,,,,,
Oxigênio Dissolvido,P6,4.4,,,,,,,
Oxigênio Dissolvido,P6,3.9,,,,,,,
Oxigênio Dissolvido,P6,2.9,,,,,,,
Oxigênio Dissolvido,P6,1.5,,,,,,,
Oxigênio Dissolvido,P6,2.3,,,,,,,
Oxigênio Dissolvido,P6,0.3,,,,,,,
Oxigênio Dissolvido,P6,3.1,,,,,,,
Oxigênio Dissolvido,P6,3.1,,,,,,,
Oxigênio Dissolvido,P7,5.9,,,,,,,
Demanda Bioquímica de Oxigênio,P7,,1,,,,,,
Demanda Bioquímica de Oxigênio,P7,,1,,,,,,
Demanda Bioquímica de Oxigênio,P7,,1,,,,,,
Demanda Bioquímica de Oxigênio,P7,,1,,,,,,
Demanda Bioquímica de Oxigênio,P7,,1,,,,,,
Demanda Bioquímica de Oxigênio,P7,,1,,,,,,
Demanda Bioquímica de Oxigênio,P7,,1,,,,,,
Demanda Bioquímica de Oxigênio,P7,,1,,,,,,
Demanda Bioquímica de Oxigênio,P7,,1,,,,,,
Demanda Bioquímica de Oxigênio,P7,,2,,,,,,
Demanda Bioquímica de Oxigênio,P7,,2,,,,,,
Demanda Bioquímica de Oxigênio,P7,,2,,,,,,
Demanda Bioquímica de Oxigênio,P7,,2,,,,,,
Demanda Bioquímica de Oxigênio,P7,,2,,,,,,
Demanda Bioquímica de Oxigênio,P7,,2,,,,,,
Demanda Bioquímica de Oxigênio,P7,,2,,,,,,
Demanda Bioquímica de Oxigênio,P7,,2,,,,,,
Demanda Bioquímica de Oxigênio,P7,,2,,,,,,
Demanda Bioquímica de Oxigênio,P7,,2,,,,,,
Demanda Bioquímica de Oxigênio,P7,,2,,,,,,
Demanda Bioquímica de Oxigênio,P7,,2,,,,,,
Demanda Bioquímica de Oxigênio,P7,,2,,,,,,
Demanda Bioquímica de Oxigênio,P7,,2,,,,,,
Demanda Bioquímica de Oxigênio,P7,,5.5,,,,,,
Demanda Bioquímica de Oxigênio,P7,,3,,,,,,
Demanda Bioquímica de Oxigênio,P7,,4,,,,,,
Demanda Bioquímica de Oxigênio,P7,,3,,,,,,
Demanda Bioquímica de Oxigênio,P7,,3,,,,,,
Demanda Bioquímica de Oxigênio,P7,,3,,,,,,
Demanda Bioquímica de Oxigênio,P7,,3,,,,,,
Demanda Bioquímica de Oxigênio,P7,,3,,,,,,
Demanda Bioquímica de Oxigênio,P7,,3,,,,,,
Demanda Bioquímica de Oxigênio,P7,,5,,,,,,
Demanda Bioquímica de Oxigênio,P7,,3,,,,,,
Demanda Bioquímica de Oxigênio,P7,,4,,,,,,
Demanda Bioquímica de Oxigênio,P7,,3,,,,,,
Demanda Bioquímica de Oxigênio,P7,,4,,,,,,
pH,P7,,,,,6.7,,,
pH,P7,,,,,6.1,,,
pH,P7,,,,,7,,,
pH,P7,,,,,6.8,,,
pH,P7,,,,,6.5,,,
pH,P7,,,,,6.1,,,
pH,P7,,,,,6.1,,,
pH,P7,,,,,6.5,,,
pH,P7,,,,,6,,,
pH,P7,,,,,6.8,,,
pH,P7,,,,,6.6,,,
pH,P7,,,,,6.4,,,
pH,P7,,,,,6.4,,,
pH,P7,,,,,6.6,,,
pH,P7,,,,,7.2,,,
pH,P7,,,,,6.4,,,
pH,P7,,,,,6.6,,,
pH,P7,,,,,6.4,,,
pH,P7,,,,,6.5,,,
pH,P7,,,,,7,,,
pH,P7,,,,,6.7,,,
pH,P7,,,,,6.7,,,
pH,P7,,,,,6.5,,,
pH,P7,,,,,6.5,,,
pH,P7,,,,,7,,,
pH,P7,,,,,6.7,,,
pH,P7,,,,,6.4,,,
pH,P7,,,,,6.8,,,
pH,P7,,,,,6.6,,,
pH,P7,,,,,6.8,,,
pH,P7,,,,,6.5,,,
pH,P7,,,,,6.7,,,
pH,P7,,,,,6.7,,,
pH,P7,,,,,7,,,
pH,P7,,,,,6.5,,,
pH,P7,,,,,7.3,,,
pH,P7,,,,,6.4,,,
pH,P7,,,,,6.6,,,
pH,P7,,,,,6.5,,,
Oxigênio Dissolvido,P7,1,,,,,,,
Oxigênio Dissolvido,P7,2.2,,,,,,,
Oxigênio Dissolvido,P7,2.7,,,,,,,
Oxigênio Dissolvido,P7,2.8,,,,,,,
Oxigênio Dissolvido,P7,3.1,,,,,,,
Oxigênio Dissolvido,P7,3.2,,,,,,,
Oxigênio Dissolvido,P7,3.4,,,,,,,
Oxigênio Dissolvido,P7,3.5,,,,,,,
Oxigênio Dissolvido,P7,3.7,,,,,,,
Oxigênio Dissolvido,P7,3.8,,,,,,,
Oxigênio Dissolvido,P7,3.9,,,,,,,
Oxigênio Dissolvido,P7,4,,,,,,,
Oxigênio Dissolvido,P7,4.1,,,,,,,
Oxigênio Dissolvido,P7,4.2,,,,,,,
Oxigênio Dissolvido,P7,4.3,,,,,,,
Oxigênio Dissolvido,P7,4.6,,,,,,,
Oxigênio Dissolvido,P7,4.6,,,,,,,
Oxigênio Dissolvido,P7,4.7,,,,,,,
Oxigênio Dissolvido,P7,4.7,,,,,,,
Oxigênio Dissolvido,P7,4.9,,,,,,,
Oxigênio Dissolvido,P7,4.9,,,,,,,
Oxigênio Dissolvido,P7,5,,,,,,,
Oxigênio Dissolvido,P7,5.1,,,,,,,
Oxigênio Dissolvido,P7,5.1,,,,,,,
Oxigênio Dissolvido,P7,5.4,,,,,,,
Oxigênio Dissolvido,P7,5.5,,,,,,,
Oxigênio Dissolvido,P7,6,,,,,,,
Oxigênio Dissolvido,P7,6.4,,,,,,,
Oxigênio Dissolvido,P7,6.4,,,,,,,
Oxigênio Dissolvido,P7,6.7,,,,,,,
Oxigênio Dissolvido,P7,6.9,,,,,,,
Oxigênio Dissolvido,P7,7.3,,,,,,,
Oxigênio Dissolvido,P7,7.5,,,,,,,
Oxigênio Dissolvido,P7,8.5,,,,,,,
Oxigênio Dissolvido,P7,10.5,,,,,,,
Oxigênio Dissolvido,P7,11.2,,,,,,,
Turbidez,P7,,,,,,,,9
Turbidez,P7,,,,,,,,17
Turbidez,P7,,,,,,,,20
Turbidez,P7,,,,,,,,20
Turbidez,P7,,,,,,,,22
Turbidez,P7,,,,,,,,23
Turbidez,P7,,,,,,,,23
Turbidez,P7,,,,,,,,27
Turbidez,P7,,,,,,,,27
Turbidez,P7,,,,,,,,28
Turbidez,P7,,,,,,,,32
Turbidez,P7,,,,,,,,34
Turbidez,P7,,,,,,,,34
Turbidez,P7,,,,,,,,34
Turbidez,P7,,,,,,,,35
Turbidez,P7,,,,,,,,35
Turbidez,P7,,,,,,,,39
Turbidez,P7,,,,,,,,46
Turbidez,P7,,,,,,,,48
Turbidez,P7,,,,,,,,49
Turbidez,P7,,,,,,,,49
Turbidez,P7,,,,,,,,65
Turbidez,P7,,,,,,,,70
Turbidez,P7,,,,,,,,70
Turbidez,P7,,,,,,,,70
Turbidez,P7,,,,,,,,75
Turbidez,P7,,,,,,,,99
Turbidez,P7,,,,,,,,112
Temperatura,P7,,,,,,,17.4,
Temperatura,P7,,,,,,,15.5,
Temperatura,P7,,,,,,,18.6,
Temperatura,P7,,,,,,,21,
Temperatura,P7,,,,,,,16.1,
Temperatura,P7,,,,,,,19.5,
Temperatura,P7,,,,,,,19.2,
Temperatura,P7,,,,,,,18.7,
Temperatura,P7,,,,,,,18.7,
Temperatura,P7,,,,,,,26.1,
Temperatura,P7,,,,,,,25,
Temperatura,P7,,,,,,,27.2,
Temperatura,P7,,,,,,,14.4,
Temperatura,P7,,,,,,,23.4,
Temperatura,P7,,,,,,,24.2,
Temperatura,P7,,,,,,,23.8,
Temperatura,P7,,,,,,,24.7,
Temperatura,P7,,,,,,,28,
Temperatura,P7,,,,,,,15.7,
Temperatura,P7,,,,,,,28.5,
Temperatura,P7,,,,,,,19.8,
Temperatura,P7,,,,,,,24.1,
Temperatura,P7,,,,,,,26.7,
Temperatura,P7,,,,,,,26.3,
Temperatura,P7,,,,,,,27.9,
Temperatura,P7,,,,,,,28.8,
Temperatura,P7,,,,,,,26.1,
Temperatura,P7,,,,,,,24.1,
Temperatura,P7,,,,,,,22,
Temperatura,P7,,,,,,,18.1,
Temperatura,P7,,,,,,,19.6,
Temperatura,P7,,,,,,,26.4,
Temperatura,P7,,,,,,,15.4,
Temperatura,P7,,,,,,,14.6,
Temperatura,P7,,,,,,,23.6,
Temperatura,P7,,,,,,,14.8,
Temperatura,P7,,,,,,,22.7,
Temperatura,P7,,,,,,,16.1,
Temperatura,P7,,,,,,,26.6,
Temperatura,P7,,,,,,,14,
Temperatura,P7,,,,,,,13.7,
Temperatura,P7,,,,,,,16.6,
Temperatura,P7,,,,,,,17.1,
Escherichia coli,P7,,,1920,,,,,
Escherichia coli,P7,,,424,,,,,
Escherichia coli,P7,,,432,,,,,
Escherichia coli,P7,,,4320,,,,,
Escherichia coli,P7,,,81000,,,,,
Escherichia coli,P7,,,9000,,,,,
Escherichia coli,P7,,,700,,,,,
Escherichia coli,P7,,,24000,,,,,
Escherichia coli,P7,,,6100,,,,,
Escherichia coli,P7,,,26000,,,,,
Escherichia coli,P7,,,41000,,,,,
Escherichia coli,P7,,,4600,,,,,
Escherichia coli,P7,,,2400,,,,,
Escherichia coli,P7,,,11000,,,,,
Escherichia coli,P7,,,4600,,,,,
Escherichia coli,P7,,,20000,,,,,
Escherichia coli,P7,,,80,,,,,
Escherichia coli,P7,,,2400,,,,,
Escherichia coli,P7,,,1200,,,,,
Escherichia coli,P7,,,20000,,,,,
Escherichia coli,P7,,,4300,,,,,
Escherichia coli,P7,,,7700,,,,,
Escherichia coli,P7,,,2000,,,,,
Escherichia coli,P7,,,5170,,,,,
Escherichia coli,P7,,,3450,,,,,
Escherichia coli,P7,,,1500,,,,,
Escherichia coli,P7,,,6130,,,,,
Escherichia coli,P7,,,11200,,,,,
Escherichia coli,P7,,,6800,,,,,
Escherichia coli,P7,,,170000,,,,,
Escherichia coli,P7,,,15000,,,,,
Escherichia coli,P7,,,11200,,,,,
Escherichia coli,P7,,,12700,,,,,
Escherichia coli,P7,,,11500,,,,,
Sólidos Dissolvidos Totais,P7,,,,,,120,,
Sólidos Dissolvidos Totais,P7,,,,,,116,,
Sólidos Dissolvidos Totais,P7,,,,,,82,,
Sólidos Dissolvidos Totais,P7,,,,,,85,,
Sólidos Dissolvidos Totais,P7,,,,,,130,,
Sólidos Dissolvidos Totais,P7,,,,,,86,,
Sólidos Dissolvidos Totais,P7,,,,,,139,,
Sólidos Dissolvidos Totais,P7,,,,,,136,,
Sólidos Dissolvidos Totais,P7,,,,,,120,,
Sólidos Dissolvidos Totais,P7,,,,,,58,,
Sólidos Dissolvidos Totais,P7,,,,,,91,,
Sólidos Dissolvidos Totais,P7,,,,,,90,,
Sólidos Dissolvidos Totais,P7,,,,,,79,,
Sólidos Dissolvidos Totais,P7,,,,,,94,,
Sólidos Dissolvidos Totais,P7,,,,,,120,,
Sólidos Dissolvidos Totais,P7,,,,,,99,,
Sólidos Dissolvidos Totais,P7,,,,,,58,,
Sólidos Dissolvidos Totais,P7,,,,,,88,,
Sólidos Dissolvidos Totais,P7,,,,,,140,,
Sólidos Dissolvidos Totais,P7,,,,,,62,,
Sólidos Dissolvidos Totais,P7,,,,,,35,,
Sólidos Dissolvidos Totais,P7,,,,,,95,,
Sólidos Dissolvidos Totais,P7,,,,,,132,,
Sólidos Dissolvidos Totais,P7,,,,,,95,,
Sólidos Dissolvidos Totais,P7,,,,,,121,,
Sólidos Dissolvidos Totais,P7,,,,,,102,,
Sólidos Dissolvidos Totais,P7,,,,,,114,,
Sólidos Dissolvidos Totais,P7,,,,,,123,,
Sólidos Dissolvidos Totais,P7,,,,,,146,,
Sólidos Dissolvidos Totais,P7,,,,,,76,,
Sólidos Dissolvidos Totais,P7,,,,,,138,,
Sólidos Dissolvidos Totais,P7,,,,,,90,,
Sólidos Dissolvidos Totais,P7,,,,,,73,,
Sólidos Dissolvidos Totais,P7,,,,,,73,,
Sólidos Dissolvidos Totais,P7,,,,,,115,,
Sólidos Dissolvidos Totais,P7,,,,,,77,,
Sólidos Dissolvidos Totais,P7,,,,,,55,,
Nitrogênio amoniacal,P7,,,,0.02,,,,
Nitrogênio amoniacal,P7,,,,0.02,,,,
Nitrogênio amoniacal,P7,,,,1.05,,,,
Nitrogênio amoniacal,P7,,,,0.581,,,,
Nitrogênio amoniacal,P7,,,,0.061,,,,
Nitrogênio amoniacal,P7,,,,0.355,,,,
Nitrogênio amoniacal,P7,,,,0.484,,,,
Nitrogênio amoniacal,P7,,,,0.612,,,,
Nitrogênio amoniacal,P7,,,,0.11,,,,
Nitrogênio amoniacal,P7,,,,1.72,,,,
Nitrogênio amoniacal,P7,,,,1.43,,,,
Nitrogênio amoniacal,P7,,,,0.701,,,,
Nitrogênio amoniacal,P7,,,,0.191,,,,
Nitrogênio amoniacal,P7,,,,0.57,,,,
Nitrogênio amoniacal,P7,,,,0.231,,,,
Nitrogênio amoniacal,P7,,,,0.656,,,,
Nitrogênio amoniacal,P7,,,,0.108,,,,
Nitrogênio amoniacal,P7,,,,1.03,,,,
Nitrogênio amoniacal,P7,,,,0.775,,,,
Nitrogênio amoniacal,P7,,,,0.541,,,,
Nitrogênio amoniacal,P7,,,,0.12,,,,
Nitrogênio amoniacal,P7,,,,0.24,,,,
Nitrogênio amoniacal,P7,,,,3.09,,,,
Nitrogênio amoniacal,P7,,,,6,,,,
Nitrogênio amoniacal,P7,,,,2.79,,,,
Nitrogênio amoniacal,P7,,,,0.38,,,,
Nitrogênio amoniacal,P7,,,,0.5,,,,
Nitrogênio amoniacal,P7,,,,1.1,,,,
Nitrogênio amoniacal,P7,,,,0.7,,,,
Nitrogênio amoniacal,P7,,,,0.9,,,,
Nitrogênio amoniacal,P7,,,,0.9,,,,
Nitrogênio amoniacal,P7,,,,0.3,,,,
Nitrogênio amoniacal,P7,,,,0.468,,,,
Temperatura,P8,,,,,,,14.8,
Demanda Bioquímica de Oxigênio,P8,,1,,,,,,
Demanda Bioquímica de Oxigênio,P8,,1,,,,,,
Demanda Bioquímica de Oxigênio,P8,,1,,,,,,
Demanda Bioquímica de Oxigênio,P8,,1,,,,,,
Demanda Bioquímica de Oxigênio,P8,,1,,,,,,
Demanda Bioquímica de Oxigênio,P8,,1,,,,,,
Demanda Bioquímica de Oxigênio,P8,,2,,,,,,
Demanda Bioquímica de Oxigênio,P8,,2,,,,,,
Demanda Bioquímica de Oxigênio,P8,,2,,,,,,
Demanda Bioquímica de Oxigênio,P8,,2,,,,,,
Demanda Bioquímica de Oxigênio,P8,,2,,,,,,
Demanda Bioquímica de Oxigênio,P8,,2,,,,,,
Demanda Bioquímica de Oxigênio,P8,,2,,,,,,
Demanda Bioquímica de Oxigênio,P8,,2,,,,,,
Demanda Bioquímica de Oxigênio,P8,,2,,,,,,
Demanda Bioquímica de Oxigênio,P8,,2,,,,,,
Demanda Bioquímica de Oxigênio,P8,,2,,,,,,
Demanda Bioquímica de Oxigênio,P8,,2,,,,,,
Demanda Bioquímica de Oxigênio,P8,,2,,,,,,
Demanda Bioquímica de Oxigênio,P8,,2,,,,,,
Demanda Bioquímica de Oxigênio,P8,,2,,,,,,
Demanda Bioquímica de Oxigênio,P8,,4,,,,,,
Demanda Bioquímica de Oxigênio,P8,,3,,,,,,
Demanda Bioquímica de Oxigênio,P8,,4,,,,,,
Demanda Bioquímica de Oxigênio,P8,,3,,,,,,
Demanda Bioquímica de Oxigênio,P8,,4,,,,,,
Demanda Bioquímica de Oxigênio,P8,,3,,,,,,
Demanda Bioquímica de Oxigênio,P8,,3,,,,,,
Demanda Bioquímica de Oxigênio,P8,,3,,,,,,
Demanda Bioquímica de Oxigênio,P8,,3,,,,,,
Demanda Bioquímica de Oxigênio,P8,,7,,,,,,
Demanda Bioquímica de Oxigênio,P8,,4,,,,,,
Demanda Bioquímica de Oxigênio,P8,,3,,,,,,
Demanda Bioquímica de Oxigênio,P8,,3,,,,,,
Demanda Bioquímica de Oxigênio,P8,,4,,,,,,
Demanda Bioquímica de Oxigênio,P8,,4,,,,,,
Demanda Bioquímica de Oxigênio,P8,,4,,,,,,
pH,P8,,,,,6.5,,,
pH,P8,,,,,7.1,,,
pH,P8,,,,,6.1,,,
pH,P8,,,,,7,,,
pH,P8,,,,,6.8,,,
pH,P8,,,,,6.5,,,
pH,P8,,,,,6.3,,,
pH,P8,,,,,6.6,,,
pH,P8,,,,,6.5,,,
pH,P8,,,,,6,,,
pH,P8,,,,,6.8,,,
pH,P8,,,,,6.6,,,
pH,P8,,,,,6.4,,,
pH,P8,,,,,6.8,,,
pH,P8,,,,,6.5,,,
pH,P8,,,,,6.9,,,
pH,P8,,,,,6.4,,,
pH,P8,,,,,6.6,,,
pH,P8,,,,,6.4,,,
pH,P8,,,,,6.3,,,
pH,P8,,,,,6.5,,,
pH,P8,,,,,6.7,,,
pH,P8,,,,,6.7,,,
pH,P8,,,,,6.7,,,
pH,P8,,,,,6.4,,,
pH,P8,,,,,6.5,,,
pH,P8,,,,,6.6,,,
pH,P8,,,,,6.5,,,
pH,P8,,,,,6.8,,,
pH,P8,,,,,6.6,,,
pH,P8,,,,,6.9,,,
pH,P8,,,,,6.6,,,
pH,P8,,,,,6.8,,,
pH,P8,,,,,6.6,,,
pH,P8,,,,,7,,,
pH,P8,,,,,6.5,,,
pH,P8,,,,,7.5,,,
pH,P8,,,,,6.4,,,
pH,P8,,,,,6.7,,,
pH,P8,,,,,6.5,,,
Oxigênio Dissolvido,P8,2.6,,,,,,,
Oxigênio Dissolvido,P8,8.5,,,,,,,
Oxigênio Dissolvido,P8,5.6,,,,,,,
Oxigênio Dissolvido,P8,6.7,,,,,,,
Oxigênio Dissolvido,P8,5.9,,,,,,,
Oxigênio Dissolvido,P8,6.6,,,,,,,
Oxigênio Dissolvido,P8,4.9,,,,,,,
Oxigênio Dissolvido,P8,1.9,,,,,,,
Oxigênio Dissolvido,P8,5.8,,,,,,,
Oxigênio Dissolvido,P8,2.8,,,,,,,
Oxigênio Dissolvido,P8,6.5,,,,,,,
Oxigênio Dissolvido,P8,3.4,,,,,,,
Oxigênio Dissolvido,P8,3.9,,,,,,,
Oxigênio Dissolvido,P8,2.7,,,,,,,
Oxigênio Dissolvido,P8,4.2,,,,,,,
Oxigênio Dissolvido,P8,5.3,,,,,,,
Oxigênio Dissolvido,P8,3.9,,,,,,,
Oxigênio Dissolvido,P8,4.4,,,,,,,
Oxigênio Dissolvido,P8,0.1,,,,,,,
Oxigênio Dissolvido,P8,1.8,,,,,,,
Oxigênio Dissolvido,P8,4.4,,,,,,,
Oxigênio Dissolvido,P8,6.1,,,,,,,
Oxigênio Dissolvido,P8,3.7,,,,,,,
Oxigênio Dissolvido,P8,2.7,,,,,,,
Oxigênio Dissolvido,P8,6.4,,,,,,,
Oxigênio Dissolvido,P8,4,,,,,,,
Oxigênio Dissolvido,P8,8.5,,,,,,,
Oxigênio Dissolvido,P8,3.5,,,,,,,
Oxigênio Dissolvido,P8,1.8,,,,,,,
Oxigênio Dissolvido,P8,6.4,,,,,,,
Oxigênio Dissolvido,P8,2.2,,,,,,,
Oxigênio Dissolvido,P8,4.1,,,,,,,
Oxigênio Dissolvido,P8,5.1,,,,,,,
Oxigênio Dissolvido,P8,5.3,,,,,,,
Oxigênio Dissolvido,P8,4.1,,,,,,,
Oxigênio Dissolvido,P8,4,,,,,,,
Oxigênio Dissolvido,P8,6.5,,,,,,,
Oxigênio Dissolvido,P8,9.2,,,,,,,
Turbidez,P8,,,,,,,,15
Turbidez,P8,,,,,,,,21
Turbidez,P8,,,,,,,,21
Turbidez,P8,,,,,,,,21
Turbidez,P8,,,,,,,,25
Turbidez,P8,,,,,,,,25
Turbidez,P8,,,,,,,,26
Turbidez,P8,,,,,,,,27
Turbidez,P8,,,,,,,,27
Turbidez,P8,,,,,,,,28
Turbidez,P8,,,,,,,,29
Turbidez,P8,,,,,,,,29
Turbidez,P8,,,,,,,,32
Turbidez,P8,,,,,,,,33
Turbidez,P8,,,,,,,,36
Turbidez,P8,,,,,,,,38
Turbidez,P8,,,,,,,,42
Turbidez,P8,,,,,,,,43
Turbidez,P8,,,,,,,,48
Turbidez,P8,,,,,,,,52
Turbidez,P8,,,,,,,,53
Turbidez,P8,,,,,,,,54
Turbidez,P8,,,,,,,,61
Turbidez,P8,,,,,,,,68
Turbidez,P8,,,,,,,,71
Turbidez,P8,,,,,,,,76
Turbidez,P8,,,,,,,,99
Turbidez,P8,,,,,,,,111
Temperatura,P8,,,,,,,16.6,
Temperatura,P8,,,,,,,13.4,
Temperatura,P8,,,,,,,15.6,
Temperatura,P8,,,,,,,18.8,
Temperatura,P8,,,,,,,21,
Temperatura,P8,,,,,,,16.2,
Temperatura,P8,,,,,,,26,
Temperatura,P8,,,,,,,19.4,
Temperatura,P8,,,,,,,17.6,
Temperatura,P8,,,,,,,18.1,
Temperatura,P8,,,,,,,26.2,
Temperatura,P8,,,,,,,24.8,
Temperatura,P8,,,,,,,27.9,
Demanda Bioquímica de Oxigênio,P8,,1,,,,,,
Temperatura,P8,,,,,,,24,
Temperatura,P8,,,,,,,24,
Temperatura,P8,,,,,,,24,
Temperatura,P8,,,,,,,24.7,
Temperatura,P8,,,,,,,26.4,
Temperatura,P8,,,,,,,15.7,
Temperatura,P8,,,,,,,28.2,
Temperatura,P8,,,,,,,20.2,
Temperatura,P8,,,,,,,26.1,
Temperatura,P8,,,,,,,26.3,
Temperatura,P8,,,,,,,26.6,
Temperatura,P8,,,,,,,28.1,
Temperatura,P8,,,,,,,28.6,
Temperatura,P8,,,,,,,26.4,
Temperatura,P8,,,,,,,24.4,
Temperatura,P8,,,,,,,21.4,
Temperatura,P8,,,,,,,18.2,
Temperatura,P8,,,,,,,20.2,
Temperatura,P8,,,,,,,27.2,
Temperatura,P8,,,,,,,15.4,
Temperatura,P8,,,,,,,14.8,
Temperatura,P8,,,,,,,23.9,
Temperatura,P8,,,,,,,14.9,
Temperatura,P8,,,,,,,21.4,
Temperatura,P8,,,,,,,16,
Temperatura,P8,,,,,,,26.5,
Temperatura,P8,,,,,,,14,
Temperatura,P8,,,,,,,13.6,
Temperatura,P8,,,,,,,15.6,
Temperatura,P8,,,,,,,17.6,
Escherichia coli,P8,,,51000,,,,,
Escherichia coli,P8,,,8400,,,,,
Escherichia coli,P8,,,3500,,,,,
Escherichia coli,P8,,,1300,,,,,
Escherichia coli,P8,,,24000,,,,,
Escherichia coli,P8,,,7900,,,,,
Escherichia coli,P8,,,5100,,,,,
Escherichia coli,P8,,,51000,,,,,
Escherichia coli,P8,,,50,,,,,
Escherichia coli,P8,,,12000,,,,,
Escherichia coli,P8,,,13000,,,,,
Escherichia coli,P8,,,11200,,,,,
Escherichia coli,P8,,,55000,,,,,
Escherichia coli,P8,,,30,,,,,
Escherichia coli,P8,,,2400,,,,,
Escherichia coli,P8,,,6700,,,,,
Escherichia coli,P8,,,17300,,,,,
Escherichia coli,P8,,,4100,,,,,
Escherichia coli,P8,,,4100,,,,,
Escherichia coli,P8,,,10000,,,,,
Escherichia coli,P8,,,17000,,,,,
Escherichia coli,P8,,,6100,,,,,
Escherichia coli,P8,,,2600,,,,,
Escherichia coli,P8,,,5600,,,,,
Escherichia coli,P8,,,430,,,,,
Escherichia coli,P8,,,2420,,,,,
Escherichia coli,P8,,,9300,,,,,
Escherichia coli,P8,,,470000,,,,,
Escherichia coli,P8,,,9000,,,,,
Escherichia coli,P8,,,17300,,,,,
Escherichia coli,P8,,,14700,,,,,
Escherichia coli,P8,,,12030,,,,,
Escherichia coli,P8,,,350,,,,,
Escherichia coli,P8,,,4900,,,,,
Sólidos Dissolvidos Totais,P8,,,,,,132,,
Sólidos Dissolvidos Totais,P8,,,,,,128,,
Sólidos Dissolvidos Totais,P8,,,,,,93,,
Sólidos Dissolvidos Totais,P8,,,,,,90,,
Sólidos Dissolvidos Totais,P8,,,,,,88,,
Sólidos Dissolvidos Totais,P8,,,,,,98,,
Sólidos Dissolvidos Totais,P8,,,,,,81,,
Sólidos Dissolvidos Totais,P8,,,,,,121,,
Sólidos Dissolvidos Totais,P8,,,,,,133,,
Sólidos Dissolvidos Totais,P8,,,,,,150,,
Sólidos Dissolvidos Totais,P8,,,,,,92,,
Sólidos Dissolvidos Totais,P8,,,,,,101,,
Sólidos Dissolvidos Totais,P8,,,,,,86,,
Sólidos Dissolvidos Totais,P8,,,,,,86,,
Sólidos Dissolvidos Totais,P8,,,,,,112,,
Sólidos Dissolvidos Totais,P8,,,,,,105,,
Sólidos Dissolvidos Totais,P8,,,,,,108,,
Sólidos Dissolvidos Totais,P8,,,,,,59,,
Sólidos Dissolvidos Totais,P8,,,,,,85,,
Sólidos Dissolvidos Totais,P8,,,,,,110,,
Sólidos Dissolvidos Totais,P8,,,,,,49,,
Sólidos Dissolvidos Totais,P8,,,,,,82,,
Sólidos Dissolvidos Totais,P8,,,,,,98,,
Sólidos Dissolvidos Totais,P8,,,,,,155,,
Sólidos Dissolvidos Totais,P8,,,,,,89,,
Sólidos Dissolvidos Totais,P8,,,,,,122,,
Sólidos Dissolvidos Totais,P8,,,,,,96,,
Sólidos Dissolvidos Totais,P8,,,,,,108,,
Sólidos Dissolvidos Totais,P8,,,,,,97,,
Sólidos Dissolvidos Totais,P8,,,,,,71,,
Sólidos Dissolvidos Totais,P8,,,,,,122,,
Sólidos Dissolvidos Totais,P8,,,,,,163,,
Sólidos Dissolvidos Totais,P8,,,,,,90,,
Sólidos Dissolvidos Totais,P8,,,,,,77,,
Sólidos Dissolvidos Totais,P8,,,,,,124,,
Sólidos Dissolvidos Totais,P8,,,,,,102,,
Sólidos Dissolvidos Totais,P8,,,,,,59,,
Nitrogênio amoniacal,P8,,,,0.02,,,,
Nitrogênio amoniacal,P8,,,,0.02,,,,
Nitrogênio amoniacal,P8,,,,1.03,,,,
Nitrogênio amoniacal,P8,,,,0.717,,,,
Nitrogênio amoniacal,P8,,,,0.073,,,,
Nitrogênio amoniacal,P8,,,,0.441,,,,
Nitrogênio amoniacal,P8,,,,0.36,,,,
Nitrogênio amoniacal,P8,,,,0.77,,,,
Nitrogênio amoniacal,P8,,,,0.275,,,,
Nitrogênio amoniacal,P8,,,,1.78,,,,
Nitrogênio amoniacal,P8,,,,1.85,,,,
Nitrogênio amoniacal,P8,,,,0.416,,,,
Nitrogênio amoniacal,P8,,,,8.97,,,,
Nitrogênio amoniacal,P8,,,,0.272,,,,
Nitrogênio amoniacal,P8,,,,0.928,,,,
Nitrogênio amoniacal,P8,,,,0.373,,,,
